,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name
2019-11-24-18-louisville,48.1,13,5.4,2,106.5,65.0,26,0.47,67,0.403,27,0.224,15,0.867,13,2,200,98.7,17.9,7,22,76,,6.5,5,0.448,30,0.3,9,41.8,33,0.513,13.0,11,37,0.486,18,0.667,4,"November 24, 2019",42.3,11,5.4,2,98.7,82.1,32,0.492,62,0.419,26,0.484,30,0.7,21,0,200,106.5,35.0,14,20,82,2,7.8,6,0.403,25,0.36,9,58.2,46,0.538,15.7,14,37,0.459,17,1.0,6,"KFC Yum! Center, Louisville, Kentucky",AKRON,Akron,77.2,Home,LOUISVILLE,Louisville
2019-11-29-19-akron,35.0,7,5.3,2,98.5,75.0,18,0.368,57,0.351,20,0.175,10,0.5,5,4,200,72.3,25.0,9,18,47,,12.3,8,0.351,20,0.1,2,45.0,27,0.381,16.3,12,37,0.486,18,0.556,5,"November 29, 2019",60.0,15,16.2,6,72.3,75.0,27,0.55,50,0.5,25,0.22,11,0.818,9,2,200,98.5,25.0,6,14,64,,10.8,7,0.24,12,0.417,5,55.0,33,0.579,22.6,16,38,0.526,20,0.714,5,"James A. Rhodes Arena, Akron, Ohio",MERRIMACK,Merrimack,65.0,Home,AKRON,Akron
2019-12-04-19-marshall,53.6,15,6.8,3,94.8,87.1,27,0.558,60,0.467,28,0.433,26,0.692,18,2,200,110.4,41.7,15,18,85,,6.5,5,0.367,22,0.5,11,62.7,42,0.587,20.1,18,38,0.447,17,0.75,6,"December 4, 2019",42.9,12,10.5,4,110.4,58.3,21,0.5,61,0.459,28,0.262,16,0.75,12,5,200,94.8,12.9,4,24,73,,10.4,8,0.279,17,0.294,5,37.3,25,0.532,18.1,15,44,0.523,23,0.286,2,"Henderson Center, Huntington, West Virginia",MARSHALL,Marshall,77.5,Away,AKRON,Akron
2019-12-08-14-akron,50.0,12,6.7,2,112.5,63.3,19,0.448,58,0.414,24,0.19,11,0.455,5,6,200,89.1,25.0,8,24,57,,3.1,2,0.224,13,0.308,4,43.5,27,0.451,14.9,11,45,0.444,20,0.333,3,"December 8, 2019",59.1,13,6.7,3,89.1,75.0,24,0.5,53,0.415,22,0.453,24,0.792,19,2,200,112.5,36.7,11,13,72,,7.8,5,0.434,23,0.391,9,56.5,35,0.559,11.2,8,30,0.433,13,0.778,7,"James A. Rhodes Arena, Akron, Ohio",SOUTHERN,Southern,63.8,Home,AKRON,Akron
2019-12-15-14-akron,27.8,5,5.9,2,116.3,65.4,17,0.264,70,0.257,18,0.243,17,0.765,13,0,200,58.1,20.4,10,22,50,,17.4,15,0.314,22,0.045,1,36.0,27,0.32,20.5,20,48,0.354,17,0.0,0,"December 15, 2019",64.7,22,6.3,3,58.1,79.6,39,0.639,61,0.557,34,0.443,27,0.815,22,2,200,116.3,34.6,9,15,100,,12.8,11,0.443,27,0.37,10,64.0,48,0.677,21.5,20,34,0.706,24,0.8,8,"James A. Rhodes Arena, Akron, Ohio","Concord
			","Concord
			",86.5,Home,AKRON,Akron
2019-12-20-14-tulane,81.0,17,8.3,4,85.9,79.5,31,0.473,56,0.375,21,0.339,19,0.474,9,2,200,87.3,22.5,9,15,62,,4.2,3,0.554,31,0.355,11,50.6,40,0.477,18.9,15,25,0.4,10,0.818,9,"December 20, 2019",34.6,9,12.0,3,87.3,77.5,31,0.438,64,0.406,26,0.156,10,0.5,5,3,200,85.9,20.5,8,15,61,,12.7,9,0.25,16,0.25,4,49.4,39,0.444,12.8,10,48,0.458,22,0.727,8,"St. Elizabeths East Entertainment & Sports Arena, Washington, District of Columbia",TULANE,Tulane,70.9,Away,AKRON,Akron
2019-12-21-15-liberty,54.2,13,0.0,0,129.0,94.1,16,0.565,54,0.444,24,0.13,7,0.857,6,3,200,108.1,12.9,4,14,67,,4.8,3,0.5,27,0.481,13,41.7,20,0.584,13.6,9,27,0.407,11,0.75,9,"December 21, 2019",41.2,14,11.1,3,108.1,87.1,27,0.725,51,0.667,34,0.157,8,0.75,6,0,200,129.0,5.9,1,12,80,,8.1,5,0.235,12,0.5,6,58.3,28,0.73,12.8,8,39,0.718,28,1.0,14,"St. Elizabeths East Entertainment & Sports Arena, Washington, District of Columbia",AKRON,Akron,62.1,Home,LIBERTY,Liberty
2019-11-05-20-tennessee-state,29.2,7,0.0,0,135.9,72.0,18,0.424,66,0.364,24,0.288,19,0.526,10,1,200,84.6,25.6,11,17,66,,7.7,6,0.379,25,0.32,8,42.6,29,0.44,15.8,14,41,0.39,16,0.0,0,"November 5, 2019",61.0,25,17.1,7,84.6,74.4,32,0.798,62,0.661,41,0.258,16,0.438,7,0,200,135.9,28.0,7,21,106,,7.7,6,0.548,34,0.5,17,57.4,39,0.761,18.8,16,28,0.857,24,1.0,1,"Gentry Center Complex, Nashville, Tennessee",ALABAMA-AM,Alabama A&M,78.3,Home,TENNESSEE-STATE,Tennessee State
2019-11-11-20-alabama-birmingham,22.7,5,4.9,2,104.2,56.5,13,0.412,57,0.386,22,0.158,9,0.556,5,2,200,73.2,17.1,6,16,52,,15.5,11,0.421,24,0.125,3,32.8,19,0.424,19.7,15,33,0.576,19,0.0,0,"November 11, 2019",29.6,8,9.1,3,73.2,82.9,29,0.519,54,0.5,27,0.463,25,0.72,18,0,200,104.2,43.5,10,14,74,,16.9,12,0.241,13,0.154,2,67.2,39,0.562,18.8,15,41,0.61,25,1.0,2,"Bartow Arena, Birmingham, Alabama",ALABAMA-AM,Alabama A&M,70.6,Home,ALABAMA-BIRMINGHAM,Alabama-Birmingham
2019-11-14-19-cincinnati,47.6,10,2.8,1,110.4,60.7,17,0.358,67,0.313,21,0.119,8,0.625,5,3,200,68.8,10.9,5,23,53,,14.3,11,0.358,24,0.25,6,29.7,22,0.374,15.6,13,43,0.349,15,0.0,0,"November 14, 2019",70.0,21,11.6,5,68.8,89.1,41,0.578,58,0.517,30,0.466,27,0.667,18,1,200,110.4,39.3,11,11,85,,10.4,8,0.379,22,0.318,7,70.3,52,0.6,18.6,16,36,0.639,23,0.667,2,"Fifth Third Arena, Cincinnati, Ohio",ALABAMA-AM,Alabama A&M,77.3,Home,CINCINNATI,Cincinnati
2019-11-16-12-miami-oh,43.5,10,6.5,2,116.2,65.0,26,0.466,58,0.397,23,0.172,10,0.9,9,4,200,92.6,8.8,3,16,63,,5.9,4,0.379,22,0.364,8,39.2,29,0.502,12.6,9,36,0.417,15,0.0,0,"November 16, 2019",69.0,20,13.9,5,92.6,91.2,31,0.537,68,0.426,29,0.147,10,0.6,6,1,200,116.2,35.0,14,14,79,,7.4,5,0.544,37,0.405,15,60.8,45,0.543,11.1,9,31,0.452,14,0.667,2,"Millett Hall, Oxford, Ohio",ALABAMA-AM,Alabama A&M,68.3,Home,MIAMI-OH,Miami (OH)
2019-11-21-19-clemson,42.1,8,0.0,0,120.8,78.1,25,0.429,56,0.339,19,0.107,6,0.5,3,5,200,70.8,13.9,5,14,51,,11.1,8,0.446,25,0.4,10,44.1,30,0.433,23.5,18,31,0.29,9,0.0,0,"November 21, 2019",55.9,19,22.6,7,70.8,86.1,31,0.625,64,0.531,34,0.234,15,0.467,7,1,200,120.8,21.9,7,5,87,,15.3,11,0.453,29,0.414,12,55.9,38,0.612,11.3,9,35,0.629,22,0.8,4,"Littlejohn Coliseum, Clemson, South Carolina",ALABAMA-AM,Alabama A&M,72.5,Home,CLEMSON,Clemson
2019-11-25-20-alabama-am,65.2,15,0.0,0,123.1,58.1,18,0.417,60,0.383,23,0.35,21,0.762,16,6,200,101.5,33.3,10,14,66,,6.2,4,0.367,22,0.182,4,45.9,28,0.472,12.6,10,38,0.5,19,0.143,1,"November 25, 2019",53.6,15,13.2,5,101.5,66.7,20,0.588,57,0.491,28,0.281,16,0.813,13,5,200,123.1,41.9,13,18,80,,7.7,5,0.474,27,0.407,11,54.1,33,0.619,12.3,9,30,0.567,17,0.167,1,"Elmore Health Science Building , Normal, Alabama",TROY,Troy,65.3,Home,ALABAMA-AM,Alabama A&M
2019-12-07-17-alabama-am,42.3,11,7.1,3,84.8,82.9,34,0.447,66,0.394,26,0.136,9,0.333,3,6,225,78.5,27.3,9,18,62,,3.8,3,0.379,25,0.28,7,58.1,43,0.441,21.4,19,41,0.463,19,0.25,2,"December 7, 2019",50.0,12,4.9,2,78.5,72.7,24,0.392,65,0.369,24,0.323,21,0.762,16,5,225,84.8,17.1,7,15,67,,8.9,7,0.354,23,0.13,3,41.9,31,0.447,10.8,9,42,0.5,21,0.286,2,"Elmore Health Science Building , Normal, Alabama",JACKSONVILLE-STATE,Jacksonville State,69.9,Home,ALABAMA-AM,Alabama A&M
2019-12-14-14-miami-fl,64.5,20,5.4,2,122.2,73.3,22,0.575,60,0.517,31,0.133,8,0.625,5,6,200,102.8,14.8,4,23,74,,6.9,5,0.35,21,0.333,7,45.6,26,0.58,14.8,11,39,0.615,24,0.25,2,"December 14, 2019",55.2,16,17.9,7,102.8,85.2,23,0.589,56,0.518,29,0.536,30,0.733,22,3,200,122.2,26.7,8,12,88,,4.2,3,0.339,19,0.421,8,54.4,31,0.626,12.6,10,37,0.568,21,0.667,6,"BankUnited Center, Coral Gables, Florida",ALABAMA-AM,Alabama A&M,71.5,Home,MIAMI-FL,Miami (FL)
2019-12-17-20-south-alabama,29.6,8,9.1,4,111.3,71.4,15,0.413,69,0.391,27,0.377,26,0.846,22,7,200,98.8,26.2,11,19,79,,11.3,9,0.246,17,0.176,3,41.3,26,0.486,10.1,9,52,0.462,24,0.222,2,"December 17, 2019",54.5,18,19.2,10,98.8,73.8,31,0.625,56,0.589,33,0.464,26,0.731,19,4,200,111.3,28.6,6,22,89,,2.5,2,0.214,12,0.333,4,58.7,37,0.651,21.1,18,44,0.659,29,0.6,6,"Mitchell Center, Mobile, Alabama",ALABAMA-AM,Alabama A&M,79.9,Home,SOUTH-ALABAMA,South Alabama
2019-12-20-19-alabama-am,50.0,14,10.4,5,126.0,78.9,30,0.564,55,0.509,28,0.491,27,0.667,18,7,200,109.6,27.6,8,23,80,,2.7,2,0.364,20,0.3,6,56.7,38,0.59,14.1,11,35,0.629,22,0.417,5,"December 20, 2019",46.7,14,8.6,3,109.6,72.4,21,0.523,66,0.455,30,0.455,30,0.767,23,7,200,126.0,21.1,8,25,92,,5.5,4,0.273,18,0.5,9,43.3,29,0.573,3.6,3,48,0.438,21,0.3,3,"Elmore Health Science Building , Normal, Alabama",NORTH-ALABAMA,North Alabama,73.0,Home,ALABAMA-AM,Alabama A&M
2019-11-07-20-troy,48.1,13,2.9,1,115.4,72.7,24,0.573,55,0.491,27,0.364,20,0.65,13,0,200,116.9,64.0,16,16,76,,6.2,4,0.345,19,0.474,9,69.0,40,0.589,20.1,16,36,0.5,18,1.0,1,"November 7, 2019",67.9,19,2.8,1,116.9,36.0,9,0.54,63,0.444,28,0.175,11,0.636,7,1,200,115.4,27.3,9,13,75,,12.3,8,0.444,28,0.429,12,31.0,18,0.55,8.1,6,35,0.457,16,0.0,0,"Trojan Arena, Troy, Alabama",TROY,Troy,64.9,Away,ALABAMA-BIRMINGHAM,Alabama-Birmingham
2019-11-11-20-alabama-birmingham,22.7,5,4.9,2,104.2,56.5,13,0.412,57,0.386,22,0.158,9,0.556,5,2,200,73.2,17.1,6,16,52,,15.5,11,0.421,24,0.125,3,32.8,19,0.424,19.7,15,33,0.576,19,0.0,0,"November 11, 2019",29.6,8,9.1,3,73.2,82.9,29,0.519,54,0.5,27,0.463,25,0.72,18,0,200,104.2,43.5,10,14,74,,16.9,12,0.241,13,0.154,2,67.2,39,0.562,18.8,15,41,0.61,25,1.0,2,"Bartow Arena, Birmingham, Alabama",ALABAMA-AM,Alabama A&M,70.6,Home,ALABAMA-BIRMINGHAM,Alabama-Birmingham
2019-11-15-20-alabama-birmingham,39.1,9,13.6,6,78.6,78.1,25,0.538,52,0.442,23,0.269,14,0.714,10,1,200,94.3,26.7,8,15,66,,8.6,6,0.442,23,0.435,10,53.2,33,0.563,25.6,20,29,0.448,13,0.75,3,"November 15, 2019",22.7,5,3.4,1,94.3,73.3,22,0.426,54,0.407,22,0.204,11,0.818,9,1,200,78.6,21.9,7,21,55,,12.9,9,0.185,10,0.2,2,46.8,29,0.464,22.4,17,44,0.455,20,0.667,2,"Bartow Arena, Birmingham, Alabama",ALABAMA-BIRMINGHAM,Alabama-Birmingham,69.9,Away,UTAH-VALLEY,Utah Valley
2019-11-20-20-alabama-birmingham,50.0,11,9.1,4,92.1,60.0,21,0.463,54,0.407,22,0.019,1,1.0,1,4,200,81.0,20.7,6,15,51,,3.2,2,0.463,25,0.24,6,42.2,27,0.468,19.3,13,29,0.552,16,0.2,1,"November 20, 2019",47.6,10,13.8,4,81.0,79.3,23,0.377,61,0.344,21,0.23,14,0.857,12,1,200,92.1,40.0,14,10,58,,6.3,4,0.279,17,0.235,4,57.8,37,0.429,13.0,10,44,0.386,17,0.75,3,"Bartow Arena, Birmingham, Alabama",MOUNT-ST-MARYS,Mount St. Mary's,62.6,Home,ALABAMA-BIRMINGHAM,Alabama-Birmingham
2019-11-26-20-alabama-birmingham,33.3,6,15.8,6,85.1,57.5,23,0.315,62,0.29,18,0.274,17,0.529,9,3,200,71.6,29.5,13,16,48,,14.9,10,0.29,18,0.167,3,42.9,36,0.342,13.7,11,44,0.341,15,0.571,4,"November 26, 2019",55.0,11,11.4,5,71.6,70.5,31,0.357,63,0.317,20,0.238,15,0.8,12,1,200,85.1,42.5,17,13,57,,7.5,5,0.397,25,0.2,5,57.1,48,0.406,14.7,12,38,0.395,15,0.8,4,"Bartow Arena, Birmingham, Alabama",LAMAR,Lamar,66.6,Home,ALABAMA-BIRMINGHAM,Alabama-Birmingham
2019-11-29-19-kentucky,45.8,11,7.5,3,106.2,64.3,18,0.483,58,0.414,24,0.086,5,0.4,2,2,200,89.2,19.4,6,18,58,,4.6,3,0.276,16,0.5,8,40.7,24,0.48,16.6,12,42,0.381,16,0.667,4,"November 29, 2019",73.1,19,7.1,3,89.2,80.6,25,0.518,55,0.473,26,0.291,16,0.75,12,1,200,106.2,35.7,10,13,69,9,3.1,2,0.273,15,0.333,5,59.3,35,0.551,15.1,11,40,0.525,21,0.857,6,"Rupp Arena, Lexington, Kentucky",ALABAMA-BIRMINGHAM,Alabama-Birmingham,65.0,Home,KENTUCKY,Kentucky
2019-12-03-20-texas,50.0,11,8.3,2,108.1,91.7,22,0.453,53,0.415,22,0.189,10,0.9,9,3,200,91.9,28.6,8,13,57,,4.8,3,0.245,13,0.308,4,57.7,30,0.494,18.5,13,40,0.45,18,0.571,4,"December 3, 2019",58.3,14,15.0,6,91.9,71.4,20,0.602,49,0.49,24,0.224,11,0.727,8,1,200,108.1,8.3,2,14,67,,12.9,8,0.51,25,0.44,11,42.3,22,0.618,15.7,10,24,0.542,13,0.875,7,"Frank Erwin Center, Austin, Texas",ALABAMA-BIRMINGHAM,Alabama-Birmingham,62.5,Home,TEXAS,Texas
2019-12-07-17-alabama-birmingham,40.9,9,15.6,5,82.6,56.7,17,0.431,58,0.379,22,0.362,21,0.714,15,1,200,94.2,37.1,13,21,65,15,13.0,9,0.276,16,0.375,6,46.2,30,0.478,19.2,16,42,0.381,16,0.889,8,"December 7, 2019",55.0,11,7.1,3,94.2,62.9,22,0.451,51,0.392,20,0.314,16,0.688,11,4,200,82.6,43.3,13,19,57,,8.7,6,0.373,19,0.316,6,53.8,35,0.486,27.5,22,32,0.438,14,0.5,4,"Bartow Arena, Birmingham, Alabama",ALABAMA-BIRMINGHAM,Alabama-Birmingham,69.3,Away,MEMPHIS,Memphis
2019-12-14-20-alabama-birmingham,38.1,8,9.1,3,105.6,79.2,19,0.373,63,0.333,21,0.286,18,0.889,16,0,200,88.7,27.8,10,13,63,,11.3,8,0.349,22,0.227,5,48.3,29,0.44,14.5,12,41,0.39,16,0.0,0,"December 14, 2019",71.4,20,9.8,4,88.7,72.2,26,0.637,51,0.549,28,0.353,18,0.556,10,4,200,105.6,20.8,5,16,75,,5.6,4,0.353,18,0.5,9,51.7,31,0.63,19.2,14,33,0.576,19,0.556,5,"Bartow Arena, Birmingham, Alabama","Montevallo
			","Montevallo
			",71.1,Home,ALABAMA-BIRMINGHAM,Alabama-Birmingham
2019-12-17-20-alabama-birmingham,36.8,7,3.0,1,96.9,71.4,20,0.43,50,0.38,19,0.38,19,0.684,13,6,200,86.2,23.5,8,14,56,,12.3,8,0.32,16,0.313,5,45.2,28,0.474,19.3,14,34,0.412,14,0.455,5,"December 17, 2019",30.4,7,11.8,4,86.2,76.5,26,0.491,53,0.434,23,0.283,15,0.733,11,4,200,96.9,28.6,8,16,63,,7.7,5,0.377,20,0.3,6,54.8,34,0.524,16.8,12,33,0.515,17,0.6,6,"Bartow Arena, Birmingham, Alabama",NORTH-ALABAMA,North Alabama,64.6,Home,ALABAMA-BIRMINGHAM,Alabama-Birmingham
2019-12-21-17-alabama-state,50.0,11,11.4,4,91.3,78.9,30,0.598,41,0.537,22,0.756,31,0.71,22,4,200,102.9,23.8,5,22,71,,10.1,7,0.366,15,0.333,5,59.3,35,0.637,24.8,18,26,0.654,17,0.636,7,"December 21, 2019",54.2,13,7.7,2,102.9,76.2,16,0.466,59,0.407,24,0.288,17,0.471,8,10,200,91.3,21.1,8,28,63,,13.0,9,0.407,24,0.292,7,40.7,24,0.47,14.2,11,35,0.486,17,0.091,1,"McArthur Gymnasium, St. Petersburg, Florida",ALABAMA-STATE,Alabama State,69.4,Away,ALABAMA-BIRMINGHAM,Alabama-Birmingham
2019-12-22-14-alabama-birmingham,60.0,12,6.1,2,105.5,65.0,13,0.409,55,0.364,20,0.545,30,0.767,23,1,200,93.2,22.6,7,24,68,,16.4,12,0.491,27,0.185,5,39.2,20,0.491,13.9,11,28,0.536,15,0.909,10,"December 22, 2019",41.7,10,14.3,4,93.2,77.4,24,0.6,45,0.533,24,0.689,31,0.742,23,4,200,105.5,35.0,7,28,77,,8.2,6,0.267,12,0.5,6,60.8,31,0.645,25.4,20,33,0.545,18,0.667,8,"McArthur Gymnasium, St. Petersburg, Florida",DUQUESNE,Duquesne,73.0,Home,ALABAMA-BIRMINGHAM,Alabama-Birmingham
2019-11-05-20-gonzaga,58.3,14,2.6,1,133.8,62.5,15,0.582,49,0.49,24,0.245,12,0.583,7,1,200,90.1,15.4,4,24,64,,4.2,3,0.327,16,0.563,9,38.0,19,0.585,26.9,20,33,0.455,15,0.0,0,"November 5, 2019",70.6,24,9.1,3,90.1,84.6,22,0.661,59,0.576,34,0.458,27,0.63,17,0,200,133.8,37.5,9,17,95,8,15.5,11,0.339,20,0.5,10,62.0,31,0.661,10.1,8,39,0.615,24,1.0,1,"McCarthey Athletic Center, Spokane, Washington",ALABAMA-STATE,Alabama State,70.8,Home,GONZAGA,Gonzaga
2019-11-10-15-missouri-state,29.4,5,9.1,3,86.8,64.5,20,0.368,53,0.321,17,0.283,15,0.733,11,2,200,73.5,16.7,5,19,50,,13.2,9,0.377,20,0.25,5,41.0,25,0.416,21.2,16,33,0.364,12,0.0,0,"November 10, 2019",59.1,13,9.1,3,73.5,83.3,25,0.49,52,0.423,22,0.231,12,0.667,8,1,200,86.8,35.5,11,18,59,,7.4,5,0.365,19,0.368,7,59.0,36,0.511,23.9,18,33,0.455,15,0.5,1,"JQH Arena, Springfield, Missouri",ALABAMA-STATE,Alabama State,67.9,Home,MISSOURI-STATE,Missouri State
2019-11-12-20-houston,41.2,7,0.0,0,116.7,57.7,15,0.418,49,0.347,17,0.469,23,0.652,15,3,200,77.8,3.3,1,16,56,,6.9,5,0.429,21,0.333,7,28.6,16,0.467,16.9,12,28,0.357,10,0.0,0,"November 12, 2019",45.5,15,7.1,2,77.8,96.7,29,0.586,64,0.516,33,0.219,14,0.643,9,0,200,116.7,42.3,11,20,84,,6.9,5,0.344,22,0.409,9,71.4,40,0.594,15.6,13,42,0.571,24,1.0,1,"Hofheinz Pavilion, Houston, Texas",ALABAMA-STATE,Alabama State,71.8,Home,HOUSTON,Houston
2019-11-20-19-tennessee,28.6,4,0.0,0,105.6,66.7,22,0.32,50,0.28,14,0.26,13,0.692,9,4,200,56.9,8.3,3,22,41,,9.7,7,0.4,20,0.2,4,36.2,25,0.365,25.4,19,30,0.333,10,0.0,0,"November 20, 2019",66.7,18,26.7,8,56.9,91.7,33,0.508,59,0.458,27,0.424,25,0.64,16,0,200,105.6,33.3,11,14,76,20,12.5,9,0.356,21,0.286,6,63.8,44,0.536,14.6,12,38,0.553,21,1.0,4,"Thompson-Boling Arena, Knoxville, Tennessee",ALABAMA-STATE,Alabama State,72.0,Home,TENNESSEE,Tennessee
2019-11-25-19-virginia-commonwealth,57.1,12,9.7,3,111.4,79.4,27,0.455,55,0.382,21,0.309,17,0.706,12,5,200,88.6,25.8,8,21,62,,5.7,4,0.4,22,0.364,8,53.8,35,0.491,20.4,16,33,0.394,13,0.0,0,"November 25, 2019",52.0,13,18.2,6,88.6,74.2,23,0.585,53,0.472,25,0.509,27,0.593,16,0,200,111.4,20.6,7,16,78,20,15.7,11,0.415,22,0.545,12,46.2,30,0.592,13.4,10,31,0.419,13,1.0,6,"Stuart Siegel Center, Richmond, Virginia",ALABAMA-STATE,Alabama State,70.0,Home,VIRGINIA-COMMONWEALTH,VCU
2019-11-29-14-chattanooga,30.0,6,12.8,5,101.4,71.9,23,0.423,52,0.385,20,0.365,19,0.632,12,6,200,76.7,17.1,6,18,56,,9.6,7,0.365,19,0.211,4,43.3,29,0.459,22.0,17,33,0.485,16,0.0,0,"November 29, 2019",41.4,12,3.0,1,76.7,82.9,29,0.525,61,0.475,29,0.262,16,0.625,10,3,200,101.4,28.1,9,16,74,,5.5,4,0.361,22,0.273,6,56.7,38,0.539,18.1,15,39,0.59,23,0.571,4,"The Arena, Niceville, Florida",ALABAMA-STATE,Alabama State,73.3,Home,CHATTANOOGA,Chattanooga
2019-11-30-11-alabama-state,35.3,6,16.7,6,83.8,75.8,25,0.394,47,0.362,17,0.447,21,0.81,17,6,200,67.5,16.0,4,23,54,,12.5,10,0.447,21,0.143,3,50.0,29,0.474,33.2,28,26,0.538,14,0.333,3,"November 30, 2019",47.6,10,15.4,4,67.5,84.0,21,0.412,57,0.368,21,0.439,25,0.8,20,6,200,83.8,24.2,8,20,67,,16.3,13,0.368,21,0.238,5,50.0,29,0.486,20.9,18,36,0.444,16,0.143,1,"The Arena, Niceville, Florida",CHICAGO-STATE,Chicago State,79.9,Home,ALABAMA-STATE,Alabama State
2019-12-09-20-south-dakota,42.9,9,5.6,2,109.0,72.0,18,0.4,60,0.35,21,0.267,16,0.688,11,7,200,88.1,31.6,12,23,59,,9.0,6,0.4,24,0.25,6,47.6,30,0.436,15.2,12,36,0.417,15,0.125,1,"December 9, 2019",61.5,16,8.3,3,88.1,68.4,26,0.548,52,0.5,26,0.385,20,0.8,16,3,200,109.0,28.0,7,14,73,,6.0,4,0.308,16,0.313,5,52.4,33,0.593,16.5,12,36,0.583,21,0.727,8,"Sanford Coyote Sports Center, Vermillon, South Dakota",ALABAMA-STATE,Alabama State,67.1,Home,SOUTH-DAKOTA,South Dakota
2019-12-11-20-kansas-state,53.3,8,2.9,1,126.5,81.0,17,0.327,55,0.273,15,0.182,10,0.5,5,8,200,60.3,15.8,6,8,41,,7.4,5,0.382,21,0.286,6,39.0,23,0.343,20.2,15,34,0.265,9,0.111,1,"December 11, 2019",82.9,29,14.7,5,60.3,84.2,32,0.732,56,0.625,35,0.107,6,0.667,4,3,200,126.5,19.0,4,13,86,,13.2,9,0.393,22,0.545,12,61.0,36,0.731,18.1,13,34,0.676,23,0.667,6,"Bramlage Coliseum, Manhattan, Kansas",ALABAMA-STATE,Alabama State,68.3,Home,KANSAS-STATE,Kansas State
2019-12-14-18-boise-state,26.1,6,6.3,2,135.1,71.4,20,0.398,64,0.359,23,0.109,7,0.857,6,9,200,77.0,13.5,5,21,57,,10.8,8,0.438,28,0.179,5,38.5,25,0.423,15.2,12,36,0.5,18,0.1,1,"December 14, 2019",50.0,18,2.8,1,77.0,86.5,32,0.713,61,0.59,36,0.279,17,0.765,13,4,200,135.1,28.6,8,12,100,,6.8,5,0.475,29,0.517,15,61.5,40,0.724,14.9,12,32,0.656,21,0.6,6,"Taco Bell Arena, Boise, Idaho",ALABAMA-STATE,Alabama State,73.7,Home,BOISE-STATE,Boise State
2019-12-21-17-alabama-state,50.0,11,11.4,4,91.3,78.9,30,0.598,41,0.537,22,0.756,31,0.71,22,4,200,102.9,23.8,5,22,71,,10.1,7,0.366,15,0.333,5,59.3,35,0.637,24.8,18,26,0.654,17,0.636,7,"December 21, 2019",54.2,13,7.7,2,102.9,76.2,16,0.466,59,0.407,24,0.288,17,0.471,8,10,200,91.3,21.1,8,28,63,,13.0,9,0.407,24,0.292,7,40.7,24,0.47,14.2,11,35,0.486,17,0.091,1,"McArthur Gymnasium, St. Petersburg, Florida",ALABAMA-STATE,Alabama State,69.4,Away,ALABAMA-BIRMINGHAM,Alabama-Birmingham
2019-12-22-12-alabama-state,42.9,12,11.4,4,101.5,88.5,23,0.625,48,0.583,28,0.521,25,0.8,20,6,200,117.6,36.4,8,18,80,,8.8,6,0.292,14,0.286,4,64.6,31,0.668,19.2,14,34,0.706,24,0.5,6,"December 22, 2019",41.7,10,2.9,1,117.6,63.6,14,0.538,53,0.453,24,0.302,16,0.75,12,11,200,101.5,11.5,3,21,69,,7.4,5,0.34,18,0.5,9,35.4,17,0.569,17.8,13,35,0.429,15,0.083,1,"McArthur Gymnasium, St. Petersburg, Florida",ALABAMA-STATE,Alabama State,68.2,Away,AUSTIN-PEAY,Austin Peay
2019-11-05-20-alabama,34.5,10,10.5,4,95.2,63.8,30,0.485,68,0.426,29,0.294,20,0.75,15,0,200,96.4,24.2,8,19,81,,9.5,8,0.382,26,0.308,8,47.5,38,0.523,16.3,15,42,0.5,21,1.0,1,"November 5, 2019",37.0,10,11.9,5,96.4,75.8,25,0.428,76,0.355,27,0.289,22,0.682,15,1,200,95.2,36.2,17,18,80,,11.9,10,0.5,38,0.289,11,52.5,42,0.463,14.9,15,38,0.421,16,0.0,0,"Coleman Coliseum , Tuscaloosa, Alabama",ALABAMA,Alabama,84.5,Away,PENNSYLVANIA,Penn
